GKSL,WKL,GKSL_encoded,WKL_encoded
편의점 곳 ?,편의점은 어디에 있습니까?,"[2, 4835, 1021, 633, 3]","[2, 4835, 7086, 3223, 6896, 3854, 6700, 258, 3]"
아기 쉬다 어디 곳 ?,유아 휴게실은 어디에 있습니까?,"[2, 3093, 5561, 2923, 5782, 3223, 1021, 633, 3]","[2, 3574, 6797, 5191, 5400, 6738, 7086, 3223, 6896, 3854, 6700, 258, 3]"
아기 쉬다 곳 어디 ?,유아 휴게실은 어디에 있습니까?,"[2, 3093, 5561, 2923, 5782, 1021, 3223, 633, 3]","[2, 3574, 6797, 5191, 5400, 6738, 7086, 3223, 6896, 3854, 6700, 258, 3]"
아기 쉬다 어디 ?,유아 휴게실은 어디에 있습니까?,"[2, 3093, 5561, 2923, 5782, 3223, 633, 3]","[2, 3574, 6797, 5191, 5400, 6738, 7086, 3223, 6896, 3854, 6700, 258, 3]"
아기 쉬다 곳 ?,유아 휴게실은 어디에 있습니까?,"[2, 3093, 5561, 2923, 5782, 1021, 633, 3]","[2, 3574, 6797, 5191, 5400, 6738, 7086, 3223, 6896, 3854, 6700, 258, 3]"
물건 잃어버리다 검사 두다 어디 곳 ?,유실물 센터는 어디에 있습니까?,"[2, 2137, 517, 7135, 6855, 6324, 5782, 897, 1773, 5782, 3223, 1021, 633, 3]","[2, 3574, 6738, 6241, 517, 6593, 5760, 3223, 6896, 3854, 6700, 258, 3]"
물건 잃어버리다 검사 두다 곳 어디 ?,유실물 센터는 어디에 있습니까?,"[2, 2137, 517, 7135, 6855, 6324, 5782, 897, 1773, 5782, 1021, 3223, 633, 3]","[2, 3574, 6738, 6241, 517, 6593, 5760, 3223, 6896, 3854, 6700, 258, 3]"
물건 잃어버리다 검사 두다 어디 ?,유실물 센터는 어디에 있습니까?,"[2, 2137, 517, 7135, 6855, 6324, 5782, 897, 1773, 5782, 3223, 633, 3]","[2, 3574, 6738, 6241, 517, 6593, 5760, 3223, 6896, 3854, 6700, 258, 3]"
물건 잃어버리다 검사 두다 곳 ?,유실물 센터는 어디에 있습니까?,"[2, 2137, 517, 7135, 6855, 6324, 5782, 897, 1773, 5782, 1021, 633, 3]","[2, 3574, 6738, 6241, 517, 6593, 5760, 3223, 6896, 3854, 6700, 258, 3]"
화장실 어디 곳 ?,화장실은 어디에 있습니까?,"[2, 5118, 3223, 1021, 633, 3]","[2, 5118, 7086, 3223, 6896, 3854, 6700, 258, 3]"
화장실 곳 어디 ?,화장실은 어디에 있습니까?,"[2, 5118, 1021, 3223, 633, 3]","[2, 5118, 7086, 3223, 6896, 3854, 6700, 258, 3]"
화장실 어디 ?,화장실은 어디에 있습니까?,"[2, 5118, 3223, 633, 3]","[2, 5118, 7086, 3223, 6896, 3854, 6700, 258, 3]"
화장실 곳 ?,화장실은 어디에 있습니까?,"[2, 5118, 1021, 633, 3]","[2, 5118, 7086, 3223, 6896, 3854, 6700, 258, 3]"
은행 어디 곳 ?,은행은 어디에 있습니까?,"[2, 3605, 3223, 1021, 633, 3]","[2, 3605, 7086, 3223, 6896, 3854, 6700, 258, 3]"
은행 곳 어디 ?,은행은 어디에 있습니까?,"[2, 3605, 1021, 3223, 633, 3]","[2, 3605, 7086, 3223, 6896, 3854, 6700, 258, 3]"
은행 어디 ?,은행은 어디에 있습니까?,"[2, 3605, 3223, 633, 3]","[2, 3605, 7086, 3223, 6896, 3854, 6700, 258, 3]"
은행 곳 ?,은행은 어디에 있습니까?,"[2, 3605, 1021, 633, 3]","[2, 3605, 7086, 3223, 6896, 3854, 6700, 258, 3]"
먹다 어디 곳 ?,식당은 어디에 있습니까?,"[2, 2010, 5782, 3223, 1021, 633, 3]","[2, 3007, 7086, 3223, 6896, 3854, 6700, 258, 3]"
먹다 곳 어디 ?,식당은 어디에 있습니까?,"[2, 2010, 5782, 1021, 3223, 633, 3]","[2, 3007, 7086, 3223, 6896, 3854, 6700, 258, 3]"
먹다 어디 ?,식당은 어디에 있습니까?,"[2, 2010, 5782, 3223, 633, 3]","[2, 3007, 7086, 3223, 6896, 3854, 6700, 258, 3]"
먹다 곳 ?,식당은 어디에 있습니까?,"[2, 2010, 5782, 1021, 633, 3]","[2, 3007, 7086, 3223, 6896, 3854, 6700, 258, 3]"
항공 잠 어디 곳 ?,공항 내 수면실이 어디에 있나요?,"[2, 4993, 3945, 3223, 1021, 633, 3]","[2, 1055, 1434, 2872, 6198, 6738, 7096, 3223, 6896, 3854, 5655, 6999, 258, 3]"
항공 잠 곳 어디 ?,공항 내 수면실이 어디에 있나요?,"[2, 4993, 3945, 1021, 3223, 633, 3]","[2, 1055, 1434, 2872, 6198, 6738, 7096, 3223, 6896, 3854, 5655, 6999, 258, 3]"
항공 잠 어디 ?,공항 내 수면실이 어디에 있나요?,"[2, 4993, 3945, 3223, 633, 3]","[2, 1055, 1434, 2872, 6198, 6738, 7096, 3223, 6896, 3854, 5655, 6999, 258, 3]"
항공 잠 곳 ?,공항 내 수면실이 어디에 있나요?,"[2, 4993, 3945, 1021, 633, 3]","[2, 1055, 1434, 2872, 6198, 6738, 7096, 3223, 6896, 3854, 5655, 6999, 258, 3]"
항공 목욕 어디 곳 ?,공항 내 샤워실은 어디에 있나요?,"[2, 4993, 2068, 7001, 3223, 1021, 633, 3]","[2, 1055, 1434, 517, 6546, 7018, 6738, 7086, 3223, 6896, 3854, 5655, 6999, 258, 3]"
항공 목욕 곳 어디 ?,공항 내 샤워실은 어디에 있나요?,"[2, 4993, 2068, 7001, 1021, 3223, 633, 3]","[2, 1055, 1434, 517, 6546, 7018, 6738, 7086, 3223, 6896, 3854, 5655, 6999, 258, 3]"
항공 목욕 어디 ?,공항 내 샤워실은 어디에 있나요?,"[2, 4993, 2068, 7001, 3223, 633, 3]","[2, 1055, 1434, 517, 6546, 7018, 6738, 7086, 3223, 6896, 3854, 5655, 6999, 258, 3]"
항공 목욕 곳 ?,공항 내 샤워실은 어디에 있나요?,"[2, 4993, 2068, 7001, 1021, 633, 3]","[2, 1055, 1434, 517, 6546, 7018, 6738, 7086, 3223, 6896, 3854, 5655, 6999, 258, 3]"
기념 물건 어디 곳 ?,기념품점이 어디에 있습니까?,"[2, 1263, 2137, 3223, 1021, 633, 3]","[2, 1263, 7748, 7224, 3223, 6896, 3854, 6700, 258, 3]"
기념 물건 곳 어디 ?,기념품점이 어디에 있습니까?,"[2, 1263, 2137, 1021, 3223, 633, 3]","[2, 1263, 7748, 7224, 3223, 6896, 3854, 6700, 258, 3]"
기념 물건 어디 ?,기념품점이 어디에 있습니까?,"[2, 1263, 2137, 3223, 633, 3]","[2, 1263, 7748, 7224, 3223, 6896, 3854, 6700, 258, 3]"
기념 물건 곳 ?,기념품점이 어디에 있습니까?,"[2, 1263, 2137, 1021, 633, 3]","[2, 1263, 7748, 7224, 3223, 6896, 3854, 6700, 258, 3]"
핸드폰 충전 어디 곳 ?,휴대폰을 충전할 수 있는 곳이 어디입니까?,"[2, 517, 7861, 7736, 4588, 7207, 3223, 1021, 633, 3]","[2, 5194, 7088, 4588, 7207, 7836, 2872, 3860, 1022, 3223, 7138, 5771, 258, 3]"
핸드폰 충전 곳 어디 ?,휴대폰을 충전할 수 있는 곳이 어디입니까?,"[2, 517, 7861, 7736, 4588, 7207, 1021, 3223, 633, 3]","[2, 5194, 7088, 4588, 7207, 7836, 2872, 3860, 1022, 3223, 7138, 5771, 258, 3]"
핸드폰 충전 어디 ?,휴대폰을 충전할 수 있는 곳이 어디입니까?,"[2, 517, 7861, 7736, 4588, 7207, 3223, 633, 3]","[2, 5194, 7088, 4588, 7207, 7836, 2872, 3860, 1022, 3223, 7138, 5771, 258, 3]"
핸드폰 충전 곳 ?,휴대폰을 충전할 수 있는 곳이 어디입니까?,"[2, 517, 7861, 7736, 4588, 7207, 1021, 633, 3]","[2, 5194, 7088, 4588, 7207, 7836, 2872, 3860, 1022, 3223, 7138, 5771, 258, 3]"
한국 안 착륙 어디 곳 ?,국내선 입국장이 어디에 있습니까?,"[2, 4958, 3135, 4422, 3223, 1021, 633, 3]","[2, 1138, 6559, 3836, 5508, 7096, 3223, 6896, 3854, 6700, 258, 3]"
한국 안 착륙 곳 어디 ?,국내선 입국장이 어디에 있습니까?,"[2, 4958, 3135, 4422, 1021, 3223, 633, 3]","[2, 1138, 6559, 3836, 5508, 7096, 3223, 6896, 3854, 6700, 258, 3]"
한국 안 착륙 어디 ?,국내선 입국장이 어디에 있습니까?,"[2, 4958, 3135, 4422, 3223, 633, 3]","[2, 1138, 6559, 3836, 5508, 7096, 3223, 6896, 3854, 6700, 258, 3]"
한국 안 착륙 곳 ?,국내선 입국장이 어디에 있습니까?,"[2, 4958, 3135, 4422, 1021, 633, 3]","[2, 1138, 6559, 3836, 5508, 7096, 3223, 6896, 3854, 6700, 258, 3]"
한국 안 다르다 나라 착륙 어디 곳 ?,국제선 입국장이 어디에 있습니까?,"[2, 4958, 3135, 1566, 1376, 4422, 3223, 1021, 633, 3]","[2, 1155, 6559, 3836, 5508, 7096, 3223, 6896, 3854, 6700, 258, 3]"
한국 안 다르다 나라 착륙 곳 어디 ?,국제선 입국장이 어디에 있습니까?,"[2, 4958, 3135, 1566, 1376, 4422, 1021, 3223, 633, 3]","[2, 1155, 6559, 3836, 5508, 7096, 3223, 6896, 3854, 6700, 258, 3]"
한국 안 다르다 나라 착륙 어디 ?,국제선 입국장이 어디에 있습니까?,"[2, 4958, 3135, 1566, 1376, 4422, 3223, 633, 3]","[2, 1155, 6559, 3836, 5508, 7096, 3223, 6896, 3854, 6700, 258, 3]"
한국 안 다르다 나라 착륙 곳 ?,국제선 입국장이 어디에 있습니까?,"[2, 4958, 3135, 1566, 1376, 4422, 1021, 633, 3]","[2, 1155, 6559, 3836, 5508, 7096, 3223, 6896, 3854, 6700, 258, 3]"
다르다 나라 한국 안 착륙 어디 곳 ?,국제선 입국장이 어디에 있습니까?,"[2, 1566, 1376, 4958, 3135, 4422, 3223, 1021, 633, 3]","[2, 1155, 6559, 3836, 5508, 7096, 3223, 6896, 3854, 6700, 258, 3]"
다르다 나라 한국 안 착륙 곳 어디 ?,국제선 입국장이 어디에 있습니까?,"[2, 1566, 1376, 4958, 3135, 4422, 1021, 3223, 633, 3]","[2, 1155, 6559, 3836, 5508, 7096, 3223, 6896, 3854, 6700, 258, 3]"
다르다 나라 한국 안 착륙 어디 ?,국제선 입국장이 어디에 있습니까?,"[2, 1566, 1376, 4958, 3135, 4422, 3223, 633, 3]","[2, 1155, 6559, 3836, 5508, 7096, 3223, 6896, 3854, 6700, 258, 3]"
다르다 나라 한국 안 착륙 곳 ?,국제선 입국장이 어디에 있습니까?,"[2, 1566, 1376, 4958, 3135, 4422, 1021, 633, 3]","[2, 1155, 6559, 3836, 5508, 7096, 3223, 6896, 3854, 6700, 258, 3]"
한국 안 이륙 어디 곳 ?,국내선 출국장이 어디에 있습니까?,"[2, 4958, 3135, 3647, 6108, 3223, 1021, 633, 3]","[2, 1138, 6559, 4570, 7188, 3223, 6896, 3854, 6700, 258, 3]"
한국 안 이륙 곳 어디 ?,국내선 출국장이 어디에 있습니까?,"[2, 4958, 3135, 3647, 6108, 1021, 3223, 633, 3]","[2, 1138, 6559, 4570, 7188, 3223, 6896, 3854, 6700, 258, 3]"
한국 안 이륙 어디 ?,국내선 출국장이 어디에 있습니까?,"[2, 4958, 3135, 3647, 6108, 3223, 633, 3]","[2, 1138, 6559, 4570, 7188, 3223, 6896, 3854, 6700, 258, 3]"
한국 안 이륙 곳 ?,국내선 출국장이 어디에 있습니까?,"[2, 4958, 3135, 3647, 6108, 1021, 633, 3]","[2, 1138, 6559, 4570, 7188, 3223, 6896, 3854, 6700, 258, 3]"
한국 안 다르다 나라 이륙 어디 곳 ?,국제선 출국장이 어디에 있습니까?,"[2, 4958, 3135, 1566, 1376, 3647, 6108, 3223, 1021, 633, 3]","[2, 1155, 6559, 4570, 7188, 3223, 6896, 3854, 6700, 258, 3]"
한국 안 다르다 나라 이륙 곳 어디 ?,국제선 출국장이 어디에 있습니까?,"[2, 4958, 3135, 1566, 1376, 3647, 6108, 1021, 3223, 633, 3]","[2, 1155, 6559, 4570, 7188, 3223, 6896, 3854, 6700, 258, 3]"
한국 안 다르다 나라 이륙 어디 ?,국제선 출국장이 어디에 있습니까?,"[2, 4958, 3135, 1566, 1376, 3647, 6108, 3223, 633, 3]","[2, 1155, 6559, 4570, 7188, 3223, 6896, 3854, 6700, 258, 3]"
한국 안 다르다 나라 이륙 곳 ?,국제선 출국장이 어디에 있습니까?,"[2, 4958, 3135, 1566, 1376, 3647, 6108, 1021, 633, 3]","[2, 1155, 6559, 4570, 7188, 3223, 6896, 3854, 6700, 258, 3]"
다르다 나라 한국 안 이륙 어디 곳 ?,국제선 출국장이 어디에 있습니까?,"[2, 1566, 1376, 4958, 3135, 3647, 6108, 3223, 1021, 633, 3]","[2, 1155, 6559, 4570, 7188, 3223, 6896, 3854, 6700, 258, 3]"
다르다 나라 한국 안 이륙 곳 어디 ?,국제선 출국장이 어디에 있습니까?,"[2, 1566, 1376, 4958, 3135, 3647, 6108, 1021, 3223, 633, 3]","[2, 1155, 6559, 4570, 7188, 3223, 6896, 3854, 6700, 258, 3]"
다르다 나라 한국 안 이륙 어디 ?,국제선 출국장이 어디에 있습니까?,"[2, 1566, 1376, 4958, 3135, 3647, 6108, 3223, 633, 3]","[2, 1155, 6559, 4570, 7188, 3223, 6896, 3854, 6700, 258, 3]"
다르다 나라 한국 안 이륙 곳 ?,국제선 출국장이 어디에 있습니까?,"[2, 1566, 1376, 4958, 3135, 3647, 6108, 1021, 633, 3]","[2, 1155, 6559, 4570, 7188, 3223, 6896, 3854, 6700, 258, 3]"
항공 표 어디 곳 ?,항공사 카운터는 어디에 있습니까?,"[2, 4993, 4880, 3223, 1021, 633, 3]","[2, 4993, 6493, 4635, 7010, 7609, 5760, 3223, 6896, 3854, 6700, 258, 3]"
항공 표 곳 어디 ?,항공사 카운터는 어디에 있습니까?,"[2, 4993, 4880, 1021, 3223, 633, 3]","[2, 4993, 6493, 4635, 7010, 7609, 5760, 3223, 6896, 3854, 6700, 258, 3]"
항공 표 어디 ?,항공사 카운터는 어디에 있습니까?,"[2, 4993, 4880, 3223, 633, 3]","[2, 4993, 6493, 4635, 7010, 7609, 5760, 3223, 6896, 3854, 6700, 258, 3]"
항공 표 곳 ?,항공사 카운터는 어디에 있습니까?,"[2, 4993, 4880, 1021, 633, 3]","[2, 4993, 6493, 4635, 7010, 7609, 5760, 3223, 6896, 3854, 6700, 258, 3]"
항공 표 받다 어디 곳 ?,발권 카운터는 어디에 있나요?,"[2, 4993, 4880, 2220, 5782, 3223, 1021, 633, 3]","[2, 2235, 5524, 4635, 7010, 7609, 5760, 3223, 6896, 3854, 5655, 6999, 258, 3]"
항공 표 받다 곳 어디 ?,발권 카운터는 어디에 있나요?,"[2, 4993, 4880, 2220, 5782, 1021, 3223, 633, 3]","[2, 2235, 5524, 4635, 7010, 7609, 5760, 3223, 6896, 3854, 5655, 6999, 258, 3]"
항공 표 받다 어디 ?,발권 카운터는 어디에 있나요?,"[2, 4993, 4880, 2220, 5782, 3223, 633, 3]","[2, 2235, 5524, 4635, 7010, 7609, 5760, 3223, 6896, 3854, 5655, 6999, 258, 3]"
항공 표 받다 곳 ?,발권 카운터는 어디에 있나요?,"[2, 4993, 4880, 2220, 5782, 1021, 633, 3]","[2, 2235, 5524, 4635, 7010, 7609, 5760, 3223, 6896, 3854, 5655, 6999, 258, 3]"
자동 문열다 출입 싶다 신고 어디 곳 ?,자동출입신고를 하려고 하는데 어디서 하나요?,"[2, 3892, 2120, 6940, 5782, 4583, 3072, 3012, 3223, 1021, 633, 3]","[2, 3892, 7468, 7138, 6733, 5439, 6116, 517, 7807, 4931, 3223, 6553, 4928, 6999, 258, 3]"
자동 문열다 출입 싶다 신고 곳 어디 ?,자동출입신고를 하려고 하는데 어디서 하나요?,"[2, 3892, 2120, 6940, 5782, 4583, 3072, 3012, 1021, 3223, 633, 3]","[2, 3892, 7468, 7138, 6733, 5439, 6116, 517, 7807, 4931, 3223, 6553, 4928, 6999, 258, 3]"
자동 문열다 출입 싶다 신고 어디 ?,자동출입신고를 하려고 하는데 어디서 하나요?,"[2, 3892, 2120, 6940, 5782, 4583, 3072, 3012, 3223, 633, 3]","[2, 3892, 7468, 7138, 6733, 5439, 6116, 517, 7807, 4931, 3223, 6553, 4928, 6999, 258, 3]"
자동 문열다 출입 싶다 신고 곳 ?,자동출입신고를 하려고 하는데 어디서 하나요?,"[2, 3892, 2120, 6940, 5782, 4583, 3072, 3012, 1021, 633, 3]","[2, 3892, 7468, 7138, 6733, 5439, 6116, 517, 7807, 4931, 3223, 6553, 4928, 6999, 258, 3]"
돈 바꾸다 어디 곳 ?,환전은 어디서 하나요?,"[2, 1730, 2187, 5782, 3223, 1021, 633, 3]","[2, 5136, 7207, 7086, 3223, 6553, 4928, 6999, 258, 3]"
돈 바꾸다 곳 어디 ?,환전은 어디서 하나요?,"[2, 1730, 2187, 5782, 1021, 3223, 633, 3]","[2, 5136, 7207, 7086, 3223, 6553, 4928, 6999, 258, 3]"
돈 바꾸다 어디 ?,환전은 어디서 하나요?,"[2, 1730, 2187, 5782, 3223, 633, 3]","[2, 5136, 7207, 7086, 3223, 6553, 4928, 6999, 258, 3]"
돈 바꾸다 곳 ?,환전은 어디서 하나요?,"[2, 1730, 2187, 5782, 1021, 633, 3]","[2, 5136, 7207, 7086, 3223, 6553, 4928, 6999, 258, 3]"
소 돼지 키우다 검사 신고 어디 곳 ?,축산관계자 신고는 어디서 하나요?,"[2, 2822, 1761, 7318, 4695, 5782, 897, 3012, 3223, 1021, 633, 3]","[2, 4561, 6516, 5475, 7147, 3012, 5760, 3223, 6553, 4928, 6999, 258, 3]"
소 돼지 키우다 검사 신고 곳 어디 ?,축산관계자 신고는 어디서 하나요?,"[2, 2822, 1761, 7318, 4695, 5782, 897, 3012, 1021, 3223, 633, 3]","[2, 4561, 6516, 5475, 7147, 3012, 5760, 3223, 6553, 4928, 6999, 258, 3]"
소 돼지 키우다 검사 신고 어디 ?,축산관계자 신고는 어디서 하나요?,"[2, 2822, 1761, 7318, 4695, 5782, 897, 3012, 3223, 633, 3]","[2, 4561, 6516, 5475, 7147, 3012, 5760, 3223, 6553, 4928, 6999, 258, 3]"
소 돼지 키우다 검사 신고 곳 ?,축산관계자 신고는 어디서 하나요?,"[2, 2822, 1761, 7318, 4695, 5782, 897, 3012, 1021, 633, 3]","[2, 4561, 6516, 5475, 7147, 3012, 5760, 3223, 6553, 4928, 6999, 258, 3]"
주차 2번 어디 곳 ?,제2 주차장은 어디에 있습니까?,"[2, 4213, 7389, 553, 6328, 3223, 1021, 633, 3]","[2, 4128, 119, 4213, 7389, 7186, 3223, 6896, 3854, 6700, 258, 3]"
주차 2번 곳 어디 ?,제2 주차장은 어디에 있습니까?,"[2, 4213, 7389, 553, 6328, 1021, 3223, 633, 3]","[2, 4128, 119, 4213, 7389, 7186, 3223, 6896, 3854, 6700, 258, 3]"
주차 2번 어디 ?,제2 주차장은 어디에 있습니까?,"[2, 4213, 7389, 553, 6328, 3223, 633, 3]","[2, 4128, 119, 4213, 7389, 7186, 3223, 6896, 3854, 6700, 258, 3]"
주차 2번 곳 ?,제2 주차장은 어디에 있습니까?,"[2, 4213, 7389, 553, 6328, 1021, 633, 3]","[2, 4128, 119, 4213, 7389, 7186, 3223, 6896, 3854, 6700, 258, 3]"
차 맡기다 어디 곳 ?,주차대행한 차는 어디에서 찾습니까?,"[2, 4402, 1980, 5561, 5782, 3223, 1021, 633, 3]","[2, 4213, 7389, 5808, 7881, 7828, 4402, 5760, 3223, 6903, 517, 7404, 6700, 258, 3]"
차 맡기다 곳 어디 ?,주차대행한 차는 어디에서 찾습니까?,"[2, 4402, 1980, 5561, 5782, 1021, 3223, 633, 3]","[2, 4213, 7389, 5808, 7881, 7828, 4402, 5760, 3223, 6903, 517, 7404, 6700, 258, 3]"
차 맡기다 어디 ?,주차대행한 차는 어디에서 찾습니까?,"[2, 4402, 1980, 5561, 5782, 3223, 633, 3]","[2, 4213, 7389, 5808, 7881, 7828, 4402, 5760, 3223, 6903, 517, 7404, 6700, 258, 3]"
차 맡기다 곳 ?,주차대행한 차는 어디에서 찾습니까?,"[2, 4402, 1980, 5561, 5782, 1021, 633, 3]","[2, 4213, 7389, 5808, 7881, 7828, 4402, 5760, 3223, 6903, 517, 7404, 6700, 258, 3]"
버스 어디 곳 ?,시내버스 승강장은 어디에 있습니까?,"[2, 2305, 3223, 1021, 633, 3]","[2, 2959, 5678, 6326, 2949, 5350, 7186, 3223, 6896, 3854, 6700, 258, 3]"
버스 곳 어디 ?,시내버스 승강장은 어디에 있습니까?,"[2, 2305, 1021, 3223, 633, 3]","[2, 2959, 5678, 6326, 2949, 5350, 7186, 3223, 6896, 3854, 6700, 258, 3]"
버스 어디 ?,시내버스 승강장은 어디에 있습니까?,"[2, 2305, 3223, 633, 3]","[2, 2959, 5678, 6326, 2949, 5350, 7186, 3223, 6896, 3854, 6700, 258, 3]"
버스 곳 ?,시내버스 승강장은 어디에 있습니까?,"[2, 2305, 1021, 633, 3]","[2, 2959, 5678, 6326, 2949, 5350, 7186, 3223, 6896, 3854, 6700, 258, 3]"
지하철 어디 곳 ?,지하철 승강장은 어디에 있습니까?,"[2, 4347, 3223, 1021, 633, 3]","[2, 4347, 2949, 5350, 7186, 3223, 6896, 3854, 6700, 258, 3]"
지하철 곳 어디 ?,지하철 승강장은 어디에 있습니까?,"[2, 4347, 1021, 3223, 633, 3]","[2, 4347, 2949, 5350, 7186, 3223, 6896, 3854, 6700, 258, 3]"
지하철 어디 ?,지하철 승강장은 어디에 있습니까?,"[2, 4347, 3223, 633, 3]","[2, 4347, 2949, 5350, 7186, 3223, 6896, 3854, 6700, 258, 3]"
지하철 곳 ?,지하철 승강장은 어디에 있습니까?,"[2, 4347, 1021, 633, 3]","[2, 4347, 2949, 5350, 7186, 3223, 6896, 3854, 6700, 258, 3]"
항공 지하철 어디 곳 ?,공항철도는 어디서 탈 수 있습니까?,"[2, 4993, 4347, 3223, 1021, 633, 3]","[2, 1055, 7427, 5859, 5760, 3223, 6553, 4711, 2872, 3854, 6700, 258, 3]"
항공 지하철 곳 어디 ?,공항철도는 어디서 탈 수 있습니까?,"[2, 4993, 4347, 1021, 3223, 633, 3]","[2, 1055, 7427, 5859, 5760, 3223, 6553, 4711, 2872, 3854, 6700, 258, 3]"
항공 지하철 어디 ?,공항철도는 어디서 탈 수 있습니까?,"[2, 4993, 4347, 3223, 633, 3]","[2, 1055, 7427, 5859, 5760, 3223, 6553, 4711, 2872, 3854, 6700, 258, 3]"
항공 지하철 곳 ?,공항철도는 어디서 탈 수 있습니까?,"[2, 4993, 4347, 1021, 633, 3]","[2, 1055, 7427, 5859, 5760, 3223, 6553, 4711, 2872, 3854, 6700, 258, 3]"
물 컵 어디 곳 ?,정수기는 어디에 있습니까?,"[2, 2135, 517, 7520, 3223, 1021, 633, 3]","[2, 4092, 6629, 5568, 3223, 6896, 3854, 6700, 258, 3]"
물 컵 곳 어디 ?,정수기는 어디에 있습니까?,"[2, 2135, 517, 7520, 1021, 3223, 633, 3]","[2, 4092, 6629, 5568, 3223, 6896, 3854, 6700, 258, 3]"
물 컵 어디 ?,정수기는 어디에 있습니까?,"[2, 2135, 517, 7520, 3223, 633, 3]","[2, 4092, 6629, 5568, 3223, 6896, 3854, 6700, 258, 3]"
물 컵 곳 ?,정수기는 어디에 있습니까?,"[2, 2135, 517, 7520, 1021, 633, 3]","[2, 4092, 6629, 5568, 3223, 6896, 3854, 6700, 258, 3]"
아기 기저귀 바꾸다 어디 곳 ?,기저귀 갈이대는 어디에 있습니까?,"[2, 3093, 5561, 1258, 7199, 5529, 2187, 5782, 3223, 1021, 633, 3]","[2, 1258, 7199, 5529, 781, 7096, 5808, 5760, 3223, 6896, 3854, 6700, 258, 3]"
아기 기저귀 바꾸다 곳 어디 ?,기저귀 갈이대는 어디에 있습니까?,"[2, 3093, 5561, 1258, 7199, 5529, 2187, 5782, 1021, 3223, 633, 3]","[2, 1258, 7199, 5529, 781, 7096, 5808, 5760, 3223, 6896, 3854, 6700, 258, 3]"
아기 기저귀 바꾸다 어디 ?,기저귀 갈이대는 어디에 있습니까?,"[2, 3093, 5561, 1258, 7199, 5529, 2187, 5782, 3223, 633, 3]","[2, 1258, 7199, 5529, 781, 7096, 5808, 5760, 3223, 6896, 3854, 6700, 258, 3]"
아기 기저귀 바꾸다 곳 ?,기저귀 갈이대는 어디에 있습니까?,"[2, 3093, 5561, 1258, 7199, 5529, 2187, 5782, 1021, 633, 3]","[2, 1258, 7199, 5529, 781, 7096, 5808, 5760, 3223, 6896, 3854, 6700, 258, 3]"
물건 검사 두다 어디 곳 ?,코인로커가 어디에 있습니까?,"[2, 2137, 897, 1773, 5782, 3223, 1021, 633, 3]","[2, 4665, 7119, 6079, 7512, 5330, 3223, 6896, 3854, 6700, 258, 3]"
물건 검사 두다 곳 어디 ?,코인로커가 어디에 있습니까?,"[2, 2137, 897, 1773, 5782, 1021, 3223, 633, 3]","[2, 4665, 7119, 6079, 7512, 5330, 3223, 6896, 3854, 6700, 258, 3]"
물건 검사 두다 어디 ?,코인로커가 어디에 있습니까?,"[2, 2137, 897, 1773, 5782, 3223, 633, 3]","[2, 4665, 7119, 6079, 7512, 5330, 3223, 6896, 3854, 6700, 258, 3]"
물건 검사 두다 곳 ?,코인로커가 어디에 있습니까?,"[2, 2137, 897, 1773, 5782, 1021, 633, 3]","[2, 4665, 7119, 6079, 7512, 5330, 3223, 6896, 3854, 6700, 258, 3]"
약 어디 곳 ?,약국은 어디에 있습니까?,"[2, 3211, 3223, 1021, 633, 3]","[2, 3211, 5503, 7086, 3223, 6896, 3854, 6700, 258, 3]"
약 곳 어디 ?,약국은 어디에 있습니까?,"[2, 3211, 1021, 3223, 633, 3]","[2, 3211, 5503, 7086, 3223, 6896, 3854, 6700, 258, 3]"
약 어디 ?,약국은 어디에 있습니까?,"[2, 3211, 3223, 633, 3]","[2, 3211, 5503, 7086, 3223, 6896, 3854, 6700, 258, 3]"
약 곳 ?,약국은 어디에 있습니까?,"[2, 3211, 1021, 633, 3]","[2, 3211, 5503, 7086, 3223, 6896, 3854, 6700, 258, 3]"
담배 어디 곳 ?,흡연실은 어디에 있습니까?,"[2, 1611, 3223, 1021, 633, 3]","[2, 5204, 6738, 7086, 3223, 6896, 3854, 6700, 258, 3]"
담배 곳 어디 ?,흡연실은 어디에 있습니까?,"[2, 1611, 1021, 3223, 633, 3]","[2, 5204, 6738, 7086, 3223, 6896, 3854, 6700, 258, 3]"
담배 어디 ?,흡연실은 어디에 있습니까?,"[2, 1611, 3223, 633, 3]","[2, 5204, 6738, 7086, 3223, 6896, 3854, 6700, 258, 3]"
담배 곳 ?,흡연실은 어디에 있습니까?,"[2, 1611, 1021, 633, 3]","[2, 5204, 6738, 7086, 3223, 6896, 3854, 6700, 258, 3]"
