augmentation_method,idx,Gloss level Korean Sign Language (GKSL) sentence,Word level Korean Language (WKL) sentence
BR,3837,??? ? ?? ?? ????,??? ?? ??? ??? ??????.
BR,3838,?  ?  ??  ?,???? ??? ?????
BR,3839,? ? ??,?? ?? ??? ???.
BR,3840,?? ??? ??,??? ????.
BR,3841,2016 ??? ? ??,"2016?, ??? ????"
BR,3842,?? ?? ??,??? ????.
BR,3843,?? ??,?? ????.
BR,3844,??  ????  ???  ??  ?,????tax refund ? ??? ????
BR,3845,??? ??,????? ?? ????.
BR,3846,? ? ??,? ??? ??????
BR,3847,?? ?? ? ?? ??,?? ??? ???
BR,3848,?? ? ??? ? ?? ?? ??,??? ????? ?? ??? ??
BR,3849,??? ?? ?? ? ???,??? ??? ??? ?? ? ???
BR,3850,? ?? ??? ???,? ?? ?? ???? ??? ????
BR,3851,??? ?? ????,??? ????.
BR,3852,?? ?? ? ?? ??,?? ??? ?? ?? ????
BR,3853,?? ?? ?? ? ??? ??? ??,????? ?? ?? ?? ??? ???????.
BR,3854,?? ??? ?? ?? ???? ??? ??(?) ??? ?? ???? ?? ?? ???,?? ??? ?? ??
BR,3855,?? ?? ?? ??? ??,? ??? ??? ???? ??? ?????
BR,3856,?? ? ? ?? ???? ??,??? ??? ???? ???? ????
BR,3857,? ?? ???,??? ???????
BR,3858,??  ??  ???  ?? ?  ?,??? ???? ??? ?????
BR,3859,?? ??? ? ?? ???,????? ??? ?????.
BR,3860,??? ??? ???,???? ???? ???
BR,3861,?? ????,???? ???????
BR,3862,?? ? ??? ??? ??,??? ?? ??? ??? ???
BR,3863,?? ?? ?? ??,?? ??? ???????.
BR,3864,???  ?  ??,?????? ??? ?????
BR,3865,?? ???? ???? ???,??? ????.
BR,3866,????1  ???  ?  ??,????? ???? ?? ? ?????
BR,3867,? ?? ?? ?? ?? ?? ???,?? ?? ??? ?? ??? ???? ???
BR,3868,?? ?? ?? ?? ?? ???,???? ?? ????? ??
BR,3869,?? ?? ?? ??,?? ??? ??? ? ????
BR,3870,? ?? ?,? ?? ??? ??????
BR,3871,??  ??  ?  ??,??? ???? ??? ??? ??? ????
BR,3872,?? ???? ?? ?,??? ???? ???
BR,3873,??  ???  ???  ?  ? ?? ??? ?? ???? ??,??? ???? ??? ?????
BR,3874,? ?? ? ? ?? ???,????? ??? ?????.
BR,3875,?? ? ??,?? ??? ?????.
BR,3876,?? ? ??? ??? ??,?? ??? ?? ???
BR,3877,?? ?? ?? ?? ???,???? ?? ??? ??
BR,3878,? ? ?,? ??? ?????.
BR,3879,?? ?? ? ???,??? ????.
BR,3880,?,? ? ??????
BR,3881,??  ?????  ??  ??  ??,??? ??? ??? ?????
BR,3882,? ?? ??? ????,???? ??? ????
BR,3883,?? ?? ? ???,?? ??? ?????
BR,3884,?? ??,?? ??????
BR,3885,? ? ???,??? ? ???? ????.
BR,3886,?? ?? ?? ??,??? ?????
BR,3887,? ?? ????,????? ????
BR,3888,?? ?????,??? ????????
BR,3889,??? ?? ? ??? ??,???? ??? ??? ?? ???? ??
BR,3890,?? ?? ?? ??,? ?? ??? ??? ?? ????
BR,3891,???  ?  ??,???? ??? ?????
BR,3892,?? ?? ??? ??,??? ????.
BR,3893,?? ? ?? ??? ??? ?? ???,???? ?? ???? ?? ??? ?? ??? ????
BR,3894,?? ?? ?? ?? ???,?? ??? ?????.
BR,3895,?? ????? ?? ??,"??? ??????, ???? ??? ????"
BR,3896,? ?? ? ??? ??,?? ??? ???. ?? ?????.
BR,3897,??? ???,???? ??? ??
BR,3898,?? ?? ? ?? ???,??????? ??? ???????
BR,3899,? ???? ????,? ?? ? ? ???????
BR,3900,?? ???? ?? ? ?? ???,? ??? ?????.
BR,3901,?  ??  ?,?? ???? ??? ??? ??? ????
BR,3902,?? ??? ? ?? ???,????? ??? ?????.
BR,3903,?? ? ?? ??? ??? ? ???,???? ?? ???? ?? ??? ?? ??? ???
BR,3904,? ?? ? ?? ????,? ??? ?????.
BR,3905,??? ??? ??,??? ???? ???????
BR,3906,?? ?? ??,???? ?????
BR,3907,?? ?  ??,??? ??? ?????
BR,3908,?? ??,??? ???
BR,3909,? ? ? ??,?? ??? ?? ??
BR,3910,?? ??? ??? ?? ??,??? ??? ??? ??
BR,3911,?? ?  ??  ?,?? ??? ?? ?? ??????
BR,3912,?? ?? ? ??? ??? ??,????? ?? ?? ?? ??? ???????.
BR,3913,??? ?? ? ? ???,??? ??? ?? ?? ? ???
BR,3914,?? ??,?? ???
BR,3915,?? ?? ?????,??? ???????
BR,3916,?? ???,???? ???????
BR,3917,??? ?? ???? ?? ? ?? ? 2?,???? ??? ??? ??? ????
BR,3918,? ? ? ?? ? ??,?? ? ?? ?? ? ???? ???
BR,3919,? ??? ???,????? ???
BR,3920,??  ?  ???2  ??  ?,? ???? ??? ?????
BR,3921,?? ????? ?? ???,?? ??? ????? ?? ??
BR,3922,? ?? ?? ??,???? ?? ? ???.
BR,3923,? ?? ???,? ??? ?????.
BR,3924,?? ?? ? ??? ??? ??,????? ?? ?? ?? ??? ???????.
BR,3925,??  ?  ??  ?? ??  ?,?? ???? ??? ????
BR,3926,?? ? ?,??? ?? ???.
BR,3927,?? ? ??,??? ??? ????
BR,3928,?? ?? ??,???? ???????
BR,3929,??  ??  ??  ??  ??,?????? ??? ????
BR,3930,?? ???? ??,??? ???????.
BR,3931,??  ???  ?  ?? ?,??? ???? ??? ?????
BR,3932,??? ???? ?? ??? ? ?? ????,????? ??? ?????.
BR,3933,?? ?? ?? ???,?? ??? ????.
BR,3934,?? ? ??? ?? ??? ?? ???? ?? ?? ??? ???,??? ?? ? ??? ???
BR,3935,?? ?? ?? ????,?? ?? ? ? ?????.
BR,3936,? ? ?? ??,???? ???????.
BR,3937,??  ???  ??  ??  ??  ?,??????? ??? ??? ??? ????
BR,3938,? ? ? ?? ????,? ? ??? ??? ??????.
BR,3939,? ? ?? ??,??? ????
BR,3940,?? ??,??? ?????
BR,3941,??? ???? ???,???? ???? ?? ???
BR,3942,?? ? ??? ? ?? ?? ??,??? ????? ?? ??? ??
BR,3943,?? ? ?? ??,?? ?? ??? ???
BR,3944,??  ??  ?? ??,?? ???? ??? ?????
BR,3945,? ???,??? ???????
BR,3946,??  ??  ???  ??  ????  ?  ? ?,??? ???? ??? ?????
BR,3947,?? ??,??? ???
BR,3948,??  ??  ??  ?,?? ???? ??? ?????
BR,3949,?? ??,?? ??? ??? ????.
BR,3950,? ?? ?? ??? ???,?? ??? ??? ??? ???
BR,3951,??? ?? ??,???? ????????
BR,3952,? ? ????,? ??? ?????.
BR,3953,?? ? ??,??? ?? ??
BR,3954,??  ???  ? ?? ??? ?? ???? ??,????? ??? ? ? ?????
BR,3955,? ??,?? ???????.
BR,3956,?? ?? ?? ??? ?? ??,???? ?? ??
BR,3957,???  ??  ??  ?,???? ??? ? ?? ?? ??????
BR,3958,?? ??,????? ??????
BR,3959,112 ?? ??,112? ??????.
BR,3960,?? ??? ??,??? ??? ????
BR,3961,?? ??? ??,?? ?? ??? ??????.
BR,3962,?? ???? ? ?? ?? ????,? ??? ???????
BR,3963,??  ??,?? ???? ??? ?????
BR,3964,?? ?? -? ?? ?? ?? ?? ?? ???,???? ???? ??? ?? ??? ??
BR,3965,? ??,?? ??
BR,3966,?? ?? ?? ?? ?? ??,?? ??? ?? ?? ??? ??
BR,3967,???? ? ? ?? ?? ???,??????? ??? ?????.
BR,3968,?  ??  ???  ??  ?? ??  ??,????? ??? ??? ????
BR,3969,?? ?? ??,??? ????.
BR,3970,?? ???,??? ?????
BR,3971,? ?? ??,??? ??? ????
BR,3972,?? -?? ?? ??,???? ??? ?? ??
BR,3973,?? ??? ??,??? ????  ? ? ????.
BR,3974,?? ?? ? ??? ?? ???,??? ??? ??? ?? ???
BR,3975,??  ?  ???  ??,??? ?? ???? ?? ? ????
BR,3976,?? ??? ?? ? ?? ?????,??? ???????.
BR,3977,?? ?? ? ??? ???,??? ??? ????
BR,3978,??  ??  ?  ?? ??,???? ???? ??? ?????
BR,3979,?? -??? ?? ??,???? ?? ????
BR,3980,?? ???? ?? ????,?? ???? ? ? ?????.
BR,3981,? ? ?? ? ??? ? ?? ???,?? ?? ???? ?? ??? ???
BR,3982,?? ?? ??? ????,???? ??? ??????
BR,3983,??  ???  ??  ??  ?  ??,?????? ??? ??? ??? ????
BR,3984,??  ?  ?? ??,?? ???? ??? ?????
BR,3985,?? ?? ?? ??? ???,??? ?? ? ??? ???
BR,3986,?? ?? ??,??? ?????
BR,3987,??? ???,???? ???
BR,3988,?? ?? ??,?? ??? ?????.
BR,3989,??  ??  ?  ???  ???  ???,??? ????? ??? ?? ???? ???? ????.
BR,3990,?? ? ??,?? ?? ?? ? ???.
BR,3991,?? ?? ?? ?? ??,??? ??? ????
BR,3992,?? ???? ?? ? ???,??? ???? ?? ???
BR,3993,?? ??,??? ???.
BR,3994,?? ? ???,??? ??? ???
BR,3995,?? ? ??? ? 1000 ??,???? 1000?? ??
BR,3996,? ? ?? ?? ????,???? ???????. ?????.
BR,3997,??  ???  ??  ??  ??  ?,?? ???? ?? ??? ? Kg????
BR,3998,?? ?,???? ??
BR,3999,?? ? ?? ?? ?? ???,????? ??? ???????
BR,4000,?? ?? ?? ?? ?? ?? ???,??? ?? ??? ??? ?? ??? ???? ???
BR,4001,?? ?? ??? ???,??? ????.
BR,4002,?? ?? ??? ???,??? ??? ?? ??? ?? ?? ???
BR,4003,?? ?? ?? ??,???? ??? ???? ???
BR,4004,? ? ? ?? ??,??? ?? ????
BR,4005,?? ?? ?? ???,?? ??? ????.
BR,4006,? ?? ?????,?? ????????
BR,4007,?? ??? ?? ?? ??,??? ???? ?? ?? ????
BR,4008,??? ??,??? ???
BR,4009,??? ? ? ??,???? ??? ???? ???.
BR,4010,?? ?? ? ??,?? ??? ???????
BR,4011,? ??? ?? -?,?? ???? ?? ??
BR,4012,??  ?? ??  ??  ??  ??,????? ???? ????.
BR,4013,??  ?  ??  ?,?? ??? ?? ? ???? ??? ?????
BR,4014,? ?? ????,?? ?? ??
BR,4015,?? ? ???,??? ?? ? ???.
BR,4016,?? ???? ????,?? ?? ? ? ?????.
BR,4017,?? ?? ? ??? ?? ??? ??,???? ? ??? ??? ??? ????
BR,4018,?? ?? ?? ???,??? ?? ????.
BR,4019,?? ???,?? ???
BR,4020,?? ??? ?? ? ?? ?????,??? ????????
BR,4021,??  ???  ??  ??  ??  ?  ??,??????? ??? ??? ??? ????
BR,4022,?? ???? ?? ??,? ??? ???????
BR,4023,?? ?? ?? ?? ?? ?? ??,??? ?? ??? ??? ?? ??? ??? ???
BR,4024,??  ?  ??  ?? ??,?? ???? ??? ????
BR,4025,?? ?? ?? ??,??? ????.
BR,4026,?? ???,???? ????.
BR,4027,?? ??,??? ?????
BR,4028,???? ?? ? ??,???? ?? ??
BR,4029,?? ?,??? ??? ????
BR,4030,?? ??? ???,??? ??? ???.
BR,4031,?? ? ?? ?,???? ??? ????
BR,4032,?? ??,??? ??????.
BR,4033,? ? ?? ? ??? ?? ???,?? ?? ?? ???? ?? ??
BR,4034,?? ??,??? ???.
BR,4035,?? ??,??? ??? ????
BR,4036,? ??,?? ??? ???.
BR,4037,? ? ?? ? ?? ?? ???,?? ?? ?? ??? ?? ??
BR,4038,?? ? ?,???? ?? ???.
BR,4039,??  ???  ??  ??  ??  ??,??????? ??? ??? ??? ????
BR,4040,?? ? ? ??,? ?? ?? ??????
BR,4041,?? ?? ?? ???? ???,??? ??? ???? ??
BR,4042,?? ??,??? ???????
BR,4043,??? ? ?? ????,??? ??? ??? ?????.
BR,4044,?? ?? ?????,??? ???????
BR,4045,? ?? ? ?? ??,? ??? ???
BR,4046,? ????? ?? ??,?? ????? ?? ??
BR,4047,??  ??,??? ??? ?????
BR,4048,? ???? ?? ?? ??,???? ??? ???? ??
BR,4049,?? ?,??????
BR,4050,?? ? ?? ? ??,??? ??? ??? ????
BR,4051,? ????? ??,?? ???????.
BR,4052,?? ?? ??? ???,???? ??? ??. ???? ?? ?? ? ???.
BR,4053,? ? ??,? ?? ??? ????.
BR,4054,?? ??,?? ??? ???????
BR,4055,???  ??  ??  ?,???? ??? ? ?? ?? ??????
BR,4056,?? ????? ??,??? ???????.
BR,4057,? ?? ? ?? ????,? ??? ?????.
BR,4058,??? ??,??????
BR,4059,? ??? ?? ??? ??,?? ???? ?? ??? ????
BR,4060,?? ??? ?,?? ??? ?????.
BR,4061,?? ? -?? ?? ??,???? ??? ?? ??
BR,4062,?? ? ???,??? ??? ????.
BR,4063,1? ? ??,1??? ?? ?? ??????
BR,4064,? ? ??,? ??? ???????
BR,4065,?  ??  ???  ?  ??,?? ??? ?? ??????
BR,4066,? ??? ??,?? ??? ????
BR,4067,?? ?? ?? ?? ? ?? ??,??? ??? ??? ?? ??
BR,4068,?? ??? ?? ?? ?? ??? ,?? ?? ??? ???? ???? ??? ???.
BR,4069,??? ? ? ? ????,??? ? ??? ?? ??????.
BR,4070,???  ?  ?????  ??  ???  ??  ?? ?,???? ???????.  ???? ?? ????
BR,4071,?? ??? ?? ??,?????.
BR,4072,??  ??  ??,???? ??? ?????
BR,4073,?? ?? ? ?? ??,???? ??? ??
BR,4074,? ?? ?? ???,? ? ??? ???
BR,4075,?? ?? ???,??? ????.
BR,4076,? ? ??,?? ?? ??? ???.
BR,4077,?? ? ?,?? ??? ??????
BR,4078,? ?? ?? ?? ?? ???,? ?? ?? ???? ??? ????
BR,4079,??? ? ??? ?? ?? ??,???? ?? ??? ??? ??
BR,4080,? ??,?? ???.
BR,4081,?? ???,??? ???
BR,4082,?? ??? ??,??? ??? ??
BR,4083,?? ??,??? ??
BR,4084,?? ?? ??? ??? ??,??? ??? ?? ???
BR,4085,??  ???  ??  ??  ?,?? ???? ?? ??? ? Kg????
BR,4086,?? ?? ?? ????,?? ??? ???????
BR,4087,?? ? ?? ???? ??,??? ??? ???? ???? ????
BR,4088,?? ?? ?? ??? ?? ??,???? ? ??? ???? ???
BR,4089,??  ?  ??  ??  ?  ?? ?,??????? ??? ?????
BR,4090,???? ? ??,???? ?? ??
BR,4091,?? ? ??,?? ?? ????
BR,4092,?? ?? ???,???? ?? ??? ????
BR,4093,???  ?  ??  ? ?  ???  ??,??? ??? ??? ? ????
BR,4094,?? -?? ? ? ???,?? ???? ??
BR,4095,?? ?? ?? ???,?? ??? ?? ????? ???
BR,4096,? ????,?? ?????
BR,4097,?? ?? ? ???,???? ?? ?? ???
BR,4098,?? -?? ? ? ???,?? ???? ??
BR,4099,??? ?? ??? ?? ??,?? ?? ????? ???? ???
BR,4100,? ?? ?? ????,? ??? ????? ????
BR,4101,?? ??? ?? ?? ??,??? ???? ?? ?? ????
BR,4102,? ???? ?? ?,?? ???? ???
BR,4103,?? ??,??? ???
BR,4104,? ?? ?? ???,? ? ??? ???
BR,4105,? ?? ??,?? ?? ??
BR,4106,?? ?? ????,?? ?? ? ? ?????.
BR,4107,? ? ??? ?? -?,? ??? ??? ??
BR,4108,?? ?? ?,??? ??? ????
BR,4109,?? ? ?? ???,?? ??? ?????.
BR,4110,??? ?? ?? ??,?? ?? ??? ???? ???
BR,4111,?? ?? ????,??? ????
BR,4112,?? ??? ???,??? ??? ???
BR,4113,??  ???  ?  ??  ?,?? ???? ? ??? ? Kg????
BR,4114,?? ?? ????,??? ????? ????
BR,4115,?? ? ???? ???,??????? ???????
BR,4116,?? ???? ? ?? ?? ????,? ??? ?????.
BR,4117,? ?? ??? ?? ?? ???,?? ?? ???? ???? ??? ??
BR,4118,??? ?? ? ? ??,???? ? ??? ?? ?? ?? ????
BR,4119,???  ??  ?  ??,??? ??? ?? ?? ??????
BR,4120,?? ?? ? ?? ? ??,??? ????? ??? ?? ?????.
BR,4121,? ?? ? ???,?? ????.
BR,4122,?? ?? ? ??? ?? ??,???? ? ??? ???? ???
BR,4123,? ?? ??? ?? ?,??? ????? ????. ?? ??? ? ???.
BR,4124,? ?? ? ?? ????,????? ??? ?????.
BR,4125,?? ?? ??? ?? ??,??? ?? ?? ??? ??
BR,4126,??  ?  ??  ?  ?? ?,?? ???? ??? ????
BR,4127,?? ??,??? ????.
BR,4128,?? ?? ?? ??? ??,??? ??? ????
BR,4129,???  ??  ?  ??,??? ??? ?? ?? ??????
BR,4130,?? ??? ? ??,???? ????.
BR,4131,?? ??,??? ???????.
BR,4132,??? ?? ? ???,???? ?? ???
BR,4133,??  ???  ?? ??  ??  ??  ?,??????? ??? ??? ??? ????
BR,4134,?? ?? ?? ???,?? ?? ???.
BR,4135,???? ??? ?? ??? ??,????? ???? ? ??? ??????
BR,4136,?? ??,??? ??? ????
BR,4137,?? ???? ?? ??,?? ??? ?????.
BR,4138,?? ?? ?? ?? ???? ??,??? ???? ??? ????
BR,4139,?? ? ?? ?? ?? ???,?? ??? ?? ??? ??? ?? ??? ???.
BR,4140,???  ? ?,?????? ??? ?????
BR,4141,?? ???,??? ???.
BR,4142,? ???? ?? ?,?? ???? ???
BR,4143,?? ???? ??? ?? ?,"???, ?????"
BR,4144,?? ???? ????,??? ????.
BR,4145,? ?? ?? ?? ?? ??,??? ??? ??? ????
BR,4146,?? ? ??,?? ??? ???????
BR,4147,?? ?????,??? ????????
BR,4148,??  ???  ?  ?,????? ?? ? ? ?????
BR,4149,??  ??  ?,?? ??? ?? ?? ???? ??? ?????
BR,4150,? ?? ? ??,??????? ?????.
BR,4151,? ? ?? ? ???,??? ?????
BR,4152,?? ? ??? ??? ??,??? ?? ??? ??? ???
BR,4153,?? ?? ?? ?? ?? ??,? ?? ???? ?? ??? ??????
BR,4154,??  ?  ??,???? ??? ?????
BR,4155,??  ?  ??  ? ?  ?,?? ???? ??? ????
BR,4156,? ?? ? ? ?? ?? ???,????? ??? ?????.
BR,4157,??  ??  ? ?? ??? ?? ???? ??  ?,?? ???? ??? ?????
BR,4158,??  ???  ?,?? ???? ??? ?????
BR,4159,? ????,?? ?? ???.
BR,4160,? ? ??? ??? ?,? ??? ??? ??
BR,4161,?? ?? ?? ??,????? ??? ????
BR,4162,?? ? ?? ??? ?? ??,???? ???? ???? ???
BR,4163,? ???,?? ???
BR,4164,?? ?? ???,??? ?? ??
BR,4165,? ?? ?,? ??? ???????
BR,4166,?? ????,?????
BR,4167,?? ?? ??? ??? ? ???,??? ??? ?? ???? ???
BR,4168,?? ?,???? ?? ????.
BR,4169,?? ?? ? ???,???? ??? ??. ?? ?? ?? ? ???.
BR,4170,?? ?? ??? ???,?? ??? ???? ??? ????
BR,4171,??? ?? ??? ??? ???? ?? ? ???,??? ??? ??? ?? ? ???
BR,4172,???  ??  ??  ?,???? ??? ? ?? ?? ??????
BR,4173,? ?? ? ?? ?? ????,? ??? ?????.
BR,4174,?? ?? ??? ??? ??,??? ??? ?? ???
BR,4175,???  ??  ??  ?,???? ??? ? ?? ?? ??????
BR,4176,?? ?? ??,??? ????.
BR,4177,?? ?? ??,??? ????????
BR,4178,? ?? ?? ??,? ?? ??? ?????
BR,4179,?? ?? ?? ??? ?? ???,??? ??? ??? ??? ???
BR,4180,??? ?? ?,???? ??? ????
BR,4181,?? ?? ??? ??? ?? ???,??? ??? ??? ???? ???
BR,4182,?? ?? ? ?? ? ?? ???,??????? ??? ?????.
BR,4183,?? ?? ?? ???,?? ??? ?? ????? ???
BR,4184,?? 3?,3?? ?????.
BR,4185,? ?? ??,?? ???????.
BR,4186,?? ? ?? ?? ????,?? ??? ???????
BR,4187,? ?? ? ??? ?? ?,?? ?? ??? ???
BR,4188,??? ? ??? ?? ?? ??,???? ?? ??? ??? ??
BR,4189,?? ?? ?? ?? ???,??? ??? ??? ??? ????.
BR,4190,?? ?? ?? ??,??? ??? ????
BR,4191,??? ?? ?? ????,??? ??? ???????.
BR,4192,? ?? ????? ???,?? ??? ?? ?????.
BR,4193,?? ?? ??? ?? ???,??? ????.
BR,4194,??? ???? ??,???? ????????
BR,4195,??? ? ? ????,?? ?? ????? ??.
BR,4196,? ?? ? ??,?? ?? ??? ????.
BR,4197,?? ?? ?? ??,??? ????????
BR,4198,??  ???  ??,?? ???? ??? ?????
BR,4199,???  ??  ??  ??,??? ??? ?? ??? ??????
BR,4200,??? ?? ?? ?,?? ?? ??? ??????
BR,4201,??  ???  ??  ??  ??  ?,?? ???? ?? ??? ? Kg????
BR,4202,? ? ??? ? -?,? ??? ?? ??
BR,4203,??? ?? ? ?? ??? ??,???? ??? ?? ????.
BR,4204,? ? ?? ? ???,??? ?????
BR,4205,? ?? ???,?? ?? ??
BR,4206,??? ?? ?? ???? ??? ??(?) ??? ?? ???? ?? ?? ? ??? ?? ??? ??,??? ? ??? ??? ??? ????
BR,4207,???? ? ??,???? ?? ??
BR,4208,?? ? ?? ??? ??,??? ?? ?? ??? ???
BR,4209,?? ?? 1 ?? 10 ?? ??,????? ??? ?? ?? ???
BR,4210,?? ?? ?? ??? ???,?? ??? ?????
BR,4211,? ?? ?? ??? ??,?? ??? ???. ??? ?????.
BR,4212,? ?? ?? ???,? ??? ?????.
BR,4213,? ???? ??,????? ????
BR,4214,?? ?? ??,??? ???????.
BR,4215,?? ?? ??? ? ?? ??,??? ?? ?? ??? ??
BR,4216,??? ?? ?? ? ??,??? ?? ????
BR,4217,?? ? ?? ?? ?,????? ??? ?????.
BR,4218,? ????? ??? ??,?? ????? ??? ??
BR,4219,??? ? ? ? ????,???? ???? ??? ??????.
BR,4220,?? ?? ??? ???,?? ?? ?? ???
BR,4221,?? ???? ????,??? ????
BR,4222,?? ???,??? ????
BR,4223,?? ?? ? ?? ?? ?? ????,??????? ??? ?????.
BR,4224,??? ?? ???? ???,?? ?? ??? ?? ????.
BR,4225,?? ? ????? ???,???? ??? ?????.
BR,4226,? ?? ?? ?? ?????,??? ???????.
BR,4227,??  ?  ? ?,??? ???? ??? ?????
BR,4228,?? ??,??? ?????.
BR,4229,? ????,??? ???????
BR,4230,?? ?? ?? ?? ????,?? ??? ?????.
BR,4231,? ?? ??? ???? ??,??? ??? ?? ????
BR,4232,?? ?? ??? ??,?? ?? ???? ????
BR,4233,?? ?? ? ?? ?? ???,?? ??? ????? ??? ?? ??? ???.
BR,4234,?? ? ? ?? ??,???? ?? ????
BR,4235,??? ??? ?? ??? ??,???? ???? ? ??? ??????
BR,4236,?  ??  ???  ??  ??  ?  ?,????? ??? ?? ????
BR,4237,?? ??? ???,??? ??? ??
BR,4238,??  ?  ??  ?  ? ?,?? ???? ??? ????
BR,4239,?? ?? ? ??,?? ?? ??? ????.
BR,4240,?? ? ?? ?? ????,??? ??? ??? ??
BR,4241,?? ?? ?? ????,???? ???? ????
BR,4242,?? ?? ??,??? ????????
BR,4243,? ?? ?? ??? ???,?? ??? ??? ? ???
BR,4244,?? ??,??? ?? ??
BR,4245,??  ???  ?,??? ???????.
BR,4246,??? ??? ??? ???,???? ?? ???? ???
BR,4247,??  ??  ??  ? ?  ?,????? ??? ?????
BR,4248,??,?????.
BR,4249,??  ??  ??  ??  ??,?????? ??? ????
BR,4250,?? ?? ?? ??,???????? ??? ????
BR,4251,?? ? ?? ????,?? ??? ?????.
BR,4252,?? ? ? ??? ???,???? ? ??? ??
BR,4253,?? ?? ??,??? ????
BR,4254,? ??? ??? -?,?? ???? ??? ??
BR,4255,??  ??  ??  ?,?? ? ??? ?? ? ?? ?? ??????
BR,4256,? ?? ???,?? ??? ???
BR,4257,???? ? ? ?? ???,??????? ??? ?????.
BR,4258,?? ?? ?????,??? ????????
BR,4259,???  ?? ??,??? ???? ??? ?????
BR,4260,?? ?? ??,??? ??? ???.
BR,4261,?? ?? ? ??,??? ???? ?? ??
BR,4262,?? ?? ? ?? ???,?? ??? ???????
BR,4263,?? ? ???? ??? ?? ?? ? ? ? ?? ?? ?? ??,?? ???? ??? ?????? ???? ??? ???????.
BR,4264,??  ??  ?,??? ???? ??? ??? ??? ????
BR,4265,?? ????,???? ???????
BR,4266,? ?? ???? ?? ?,??? ???? ???
BR,4267,?? ?? ??? ??,?? ??? ?????
BR,4268,?? ?? ?? ??? ???,??? ?? ? ??? ???
BR,4269,?? ? ?? ?? ???,?? ??? ???????
BR,4270,?  ??  ???  ??  ??  ??,????? ??? ??? ????
BR,4271,?? ?? ?? ??,?? ??? ??? ? ????
BR,4272,?? ?? 1 ?? ?? 10 ?? ??,????? ??? ??? ?? ???
BR,4273,? ? ????? ???,???? ?? ?????
BR,4274,?? ?? ?????,??? ????????
BR,4275,?? ? ??? ??? ??,??? ?? ??? ??? ???
BR,4276,??  ??  ?  ??,???? ???? ??? ?????
BR,4277,? ?? ???? ??? ? ???,?? ??? ???? ?? ?? ??
BR,4278,? ??,?? ??
BR,4279,?? ?? ? ??,???? ??? ????.
BR,4280,??  ?? ?  ?  ??,?? ??? ?? ? ???? ??? ?????
BR,4281,? ?? ? ??? ?? ?,?? ?? ??? ???
BR,4282,?? ?? ?,??? ??
BR,4283,? ? ? ?? ????,????? ??? ?????.
BR,4284,?? ?? ??? ?? ??,??? ???? ??? ???
BR,4285,? ???? ?? ??,?? ?? ???? ??? ??
BR,4286,?? ?? ???,??? ???
BR,4287,??? ?? ?? ? ? ???,??? ??? ?? ?? ? ???
BR,4288,?? ?? ??,??? ???????
BR,4289,? ?? -? ?? ?? ??,? ?? ?? ???? ?? ???
BR,4290,??? ?? ???? ?? ?? ? 2?,???? ??? ??? ??? ????
BR,4291,?? ? ??,??? ?? ???
BR,4292,??  ???  ??  ?,?? ???? ??? ?????
BR,4293,? ?? ??? ?? ???? ?? ?? ???,??? ???????
BR,4294,??  ??  ???  ??  ?,?? ???? ??? ?????
BR,4295,?? ??? ? ?? ???,????? ??? ?????.
BR,4296,??? ?? ???? ?? ?? ? 2?,???? ??? ??? ??? ????
BR,4297,? ?? ??,?? ????????
BR,4298,?? ??? ???,??? ??? ??? ????.
BR,4299,?? ? ????,?? ????.
BR,4300,???  ??  ?? ?  ?,??? ??? ?? ?? ??????
BR,4301,? ??? ? ??,??? ??? ????.
BR,4302,??,??????.
BR,4303,?? ?? ?? ???,?? ??? ??? ???
BR,4304,?? ?? ???,??? ????.
BR,4305,????1  ???  ??,????? ???? ?? ? ?????
BR,4306,?? ? ??? ?? ??,?? ?? ???? ???????.
BR,4307,? ? ??? ?? ??,?? ?? ?? ?? ??? ???.
BR,4308,? ?? ?? ? ?? ?? ??,?? ? ?? ?? ?? ???? ???
BR,4309,?? ? ? ??,??? ??? ?? ??
BR,4310,??,?? ? ????.
BR,4311,?? ??? ??? ?? ??,??? ??? ??? ??
BR,4312,? ??? ???,? ??? ????
BR,4313,? ??? ? ?? ???,???? ??? ??? ??
BR,4314,?? ?? ?,?? ??? ?????.
BR,4315,?? ??,?? ????.
BR,4316,?  ???  ?? ??  ?,???? ??? ?? ??? ?????
BR,4317,?? ??? ? ?? ????,????? ??? ???????
BR,4318,?? ?? ??,?? ???? ???
BR,4319,?? ???? ? ??,??? ??? ????.
BR,4320,?? ???? ??,??? ???????
BR,4321,?? ? ?? ??,?? ??? ?????.
BR,4322,?? ?? ??,??? ???
BR,4323,??  ?  ??  ??  ?  ? ?,??????? ??? ?????
BR,4324,? ???,??? ????.
BR,4325,? ??? ?? ???? ???,?? ???? ??? ???? ???
BR,4326,?? ? ??,??????? ???????
BR,4327,? ?? ??? ????,???? ??? ????
BR,4328,?? ??,?? ??
BR,4329,? ??? ????,?? ?? ???.
BR,4330,?? ?? ????,? ??? ??? ????
BR,4331,? ??? ?? ?? ???,?? ???? ??? ?? ???
BR,4332,?? ??,??? ??? ????
BR,4333,??? ?? ? ??? ?? ???,????? ????? ??? ???
BR,4334,?? ? ?? ??,??? ?? ??? ??
BR,4335,?? ???,???? ???????
BR,4336,??,??
BR,4337,?? ? ?? ?? ?? ???,????? ??? ?????.
BR,4338,?? ?? ?????,??? ????????
