gloss,spoken
남 지역 타다 곳곳,남부정류장이 어디에 있나요?
항공  잠  여기  곳,공항 내 수면실이 여기에 있나요?
한국  안  이륙  곳  어디,국내선 출국장이 어디에 있습니까?
일반  곳,일반 승강장은 어디에 있습니까?
구경 여행  방문  감사,김포관광을 이용해 주셔서 감사합니다.
지나가다 -때 책 읽다 끝,지나가는 시간에 책을 읽었어
주차  1번  그 곳,제1 주차장은 저기에 있습니까?
누구 위하다 준비 끝,누구를 위해 준비했어
화장실  곳  어디,화장실이 어디예요?
가슴 크다 놀라다,가슴이 커서 놀라웠다
카드 고장 안되다,카드가 인식되지 않습니다.
얘기 다시,다시 얘기해드릴까요?
터널 다음 도착 내리다,터널 지나서 내려주세요.
편지 저기 곳 다음 내리다,우체국 지나서 내려주세요.
일 편하다 생각 하지마,쉽게 일 할 생각하지 마라
도움 불량 안되다,도움이 안되네요.
언니 말 잊다,언니의 말을 잊었다
사거리 다음 여기,사거리 지나서 내려드릴까요?
집중 불량 안되다,집중이 안되네요.
뒤 가다 차내리다,뒤로 가주세요.
지하철 곳 옷가게 있다,역사에 옷가게가 있습니다.
도착 3시,3시에 당도합니다.
차 내리다 오케이,차에서 내려드릴까요?
몸 움직이다 몸 마르다 가능,신체를 자주 움직여야 살이 빠진다
하다,하겠습니다.
중 사이 전 저기 도착 차내리다,중간정류장 못가서 내려주세요.
사진기 잃어버리다 실종,카메라를 분실하였습니다.
서비스 하다 원하다 돈 얼마,서비스를 하고 싶은데 가격이 얼마나 되나요
학생 공부 잊다 아니다 놀다 뿐,그 아이는 공부를 잊지 않고 놀기만 한다
또 헤어지다 하지마,다신 헤어지지 말자
수화 더 가다 원하다,수화를 더 가고 싶다
휴대폰 찾다 실종,휴대폰을 분실하셨나요?
밖 춥다 나오다 하지마 곁 계시다,밖은 추우니 나오지 말고 곁에 있어
상황 고장 사용 안되다,상황 인식이 안되네요.
기억 모두 먹다 부탁,그 기억들은 깨끗이 먹어라
여행  회원  가입  곳  어디,여행자회원을 가입하고 싶은데 어디서 하면 되나요?
지하철 문 틈 핸드폰 떨어지다,지하철 틈 사이로 핸드폰이 떨어졌습니다.
도착 40분,40분 뒤에 도착하나요?
아기  자유  빌리다  어디  곳,자유 대여소가 어디에 있습니까?
버스 곳 저기 다음 도착 내리다,버스정거장 지나서 내려드릴까요?
눈 나쁘다,눈나빠
남자 경찰 운전 방법 가르치다 주다,남자는 경찰에게 운전을 가르쳤다
의식 실종 잃어버리다,의식을 잃어버렸습니다.
주인공 대학 보내다,주인공을 대학에 보내다
남 지역 전 저기 차내리다,남부정류장 못가서 내려주세요.
약 가깝다,근처에 약국이 있나요?
시간 다음,시간 지나서 내려드릴까요?
아기 일 힘들다,아기가 일을 안 쉬어요.
조금 다음 곳 저기 내리다,조금 지나서 내려주세요.
음악 창안 만들다 부르다 나,제가 작곡을 불렀습니다.
너무 덥다 병 바꾸다 못하다,더워서 치료를 못하겠다
언덕 저기 곳 다음 도착 차내리다,언덕 지나서 내려드릴까요?
핸드폰 실종,휴대폰을 잃어버렸습니다.
맥도날드 보다 곳 저기 다음 도착 내리다,맥도날드 지나서 내려주세요.
다르다  나라  인터넷  신청  무엇,로밍센터는 무엇에 있습니까?
세금  공짜  인터넷  신고  받아오다  이것 곳,면세품 인도장은 이곳에 있습니까?
시간 가능 -면 이틀 이나 시골 가다 살다 원하다,가능하면 이틀이나 시골에 가서 지내고 싶어
앞 주차 되다,앞에 주차할 수 있나요?
죽음 부르다 나,제가 죽음을 불렀습니다.
버스 차내리다,버스에서 내려드릴까요?
비자  책  잃어버리다  방법,여권을 잃어버렸어요. 어떻게 해야 하나요?
카드 고장 사용 안되다,카드 인식이 안되나요?
버스 곳 전 보다 내리다,버스정류장 못가서 내려주세요.
수류탄 여러 가지 사라지다 실종,무기를 분실하였습니다.
단말기터치 사용 불가능 안되다,카드 인식이 안되네요.
건너다 내리다,건너편에서 내려드릴까요?
자판기 기 들어 올리는 것을 나타내는 동작 길,자판기는 거기에 있나요?
비  통역  필요  신청  방법,비통역을 요청하고 싶습니다.
누가 자살 중,누군가가 자살을 시도하고 있습니다.
걱정 가능,걱정도 됩니다.
강남 향하다 목적 지하철 갈아타다 몇호,강남역으로 향하려면 몇호선으로 갈아타야 하나요?
여자 아기 자다 얼굴 바라보다 행복 미소,그녀는 잠든 아이의 얼굴을 바라보고 행복한 미소를 지었다
아빠 로봇 데려가다 박물관 가다,아빠는 로봇을 박물관에 데리고 갔다
와이파이1  빌리다  곳  어디,와이파이는 어디서 빌릴 수 있나요?
서울역,서울역까지 어떻게 가나요?
가방  짐들다  이용  최고  가능  몇,위탁 수하물의 이용 한도는 몇 Kg인가요?
태어나다 남자 생일 잊다,아들의 생일을 잊었다
여기 곳 서대문구 홍제동 살다 사람 아파트 집 위 곳 사람 추락 목적 서다,여기 서대문구 홍제동 주민아파트인데 옥상에서 사람이 떨어지려고해요.
애인 구하다 위하다 명동 가다,애인을 구하러 명동에 갔다
지갑 없다 잃어버리다,지갑을 잃어버렸습니다.
수류탄 여러 가지 실종,무기를 분실하셨나요?
손가락 병 아프다,손가락이 아프다
사랑 많다 혼자 불가능,이 많은 사랑을 혼자서 맡는건 불가능해
수업 시작,수업 시작했어
나 맞다,나서 내려주세요.
할아버지 매일 4 매일 일어나다,할아버지는 매일 매일 4시에 일어나신다
한국  항공  표  곳  어느 시간,대한항공 카운터는 언제에 있습니까?
요즘 날 따뜻하다 자다,요새 날씨가 따뜻해서 졸려
집 여러 가지  항공  가깝다  곳,공항 주변에 건물은 어디있나요?
집 여러 가지  항공  가깝다  어디,공항 주변에 건물은 어디있나요?
핸드폰  충전  누구  곳,휴대폰을 충전할 수 있는 곳이 누구입니까?
한국  안  착륙  곳,국내선 입국장이 어디에 있습니까?
따뜻하다 끄다,히터를 꺼드릴까요?
용기 잃어버리다,용기를 잃어버리셨나요?
눈 -중 눈 길 만들다 놀다,눈이 와서 눈길을 만들다
포기 원하다,나는 포기하고 싶다
형 도시락 필요 동생 시키다 도시락 장소 보내다,형은 도시락을 사오라고 동생을 서점에 보냈다
낯선 아기 데리다,어린아이를 모르는 사람이 데려갔어요.
착하다 사람 소리 더 무섭다,온순한 사람이 소리를 내면 더 무섭다
이마트 곳 저기 다음,이마트 지나서 내려주세요.
방 너무 넓다 혼자 밤 무섭다,방이 혼자 쓰기에 너무 넓어서 밤에는 무섭다
목 말 불량 안되다,발음이 안되나요?
아기 말 힘들다,아기가 말을 안 쉬어요.
하다,하다
카드 사라지다 실종,카드를 잃어버렸습니다.
여자 나 친하다 터,그녀는 나와 아주 친한 터야
쌀 이용 떡 얻다 먹다 끝,쌀로 떡을 얻어 먹었다
가르치다 방 안 도착,교실 안으로 들어가주세요.
나 자유 뛰다 원하다,자유롭게 뛰고 싶다
방송춥방송다방송 방송켜방송다방송,방송 좀 켜주세요.
공기  빌리다  곳  어디,공기 대여소가 어디에 있습니까?
여행  정보  묻다  곳  어디,관광안내소는 어디에 있습니까?
나이가 들면 코밑 양쪽으로 생기는 팔자(八) 모양의 금을 나타내는 동작 남성 여자 운전 방법 가르치다 주다,아빠는 여자에게 운전을 가르쳤다
모르다,모르겠습니다.
도착 1시,1시에 도착해요.
택시 전 저기 곳 차내리다,택시승차장 못가서 내려주세요.
볼펜 갖다 중에,볼펜을 갖고 있어
사람 놀다 저녁 되다,사람들과 놀다보니 어느새 저녁이 다 되었다
쌍둥이 맞다 그렇다면 행복 고생 더 2배,쌍둥이를 맞으면 행복과 고생은 두배이다
스위치춥스위치다스위치 스위치켜스위치다스위치,스위치 좀 켜드릴까요?
다음 있다,다음이 있습니다.
물건  검사  두다  곳  어디,코인 로커는 어디에 있습니까?
선생님 나 기술 가르치다,선생님이 나에게 기술을 가르쳐주셨다
법 차례 지키다 철저하다 중요,규칙을 지키는 것은 중요하다
손바닥찍다 곳 가다,이 주소로 갈까요?
차따라가다,앞 차를 따라갈까요?
후배 미안 나 돕다상대방 많다,후배가 미안해서 많이 도와줬다
아프다 참다 불가능,나는 고통을 참을 수 없습니다.
정보  묻다  곳  가다  부탁,가까운 인솔 데스크를 이용해 주시기 바랍니다.
사거리 탈출,사거리에서 탈출 해드릴까요?
카드 불량 안되다,카드 인식이 안되네요.
비밀 길 무엇,비밀은 어디에 있나요?
기억 없다 실종,기억을 잃어버리셨나요?
쉬다 곳 주차,휴게소에 주차하겠습니다.
고속도로 기차 갑자기 멈추다,고속도로에서 기차가 갑자기 멈췄어요.
오늘 너 배달 무게 바늘의 동작,오늘은 네가 배달을 달아
장사 불량 사용 불가능,장사가 안되네요.
용산역 접근 주차,나는 용산역 근처에 주차할 것이다.
작성 확인증 필요,작성 지연 증명서 발급해주세요.
껌  포장  어디,껌을 포장해서 붙이고 싶은데 어디서 하나요?
열쇠 잃어버리다,열쇠를 분실하셨나요?
언어 사용 잘 안되다,언어 인식이 안되네요.
차  빌리다  어디  책,렌트카를 빌리는 책은 어디에 있습니까?
차  맡기다  곳,발렛 차량은 어디에서 찾을 수 있나요?
남자 믿다 싫다,그 남자를 믿기 싫어
상처 받다 미안,내가 당신을 아프게 했다면 미안해요
몸 힘들다 운동 편하다,몸은 힘들지만 운동을 편하다
버스  곳  어느 시간,시내버스 승강장은 언제에 있습니까?
약속 끝 일 오늘 시작,약속했던 일을 실천했다
공중 차내리다 오케이,공중에서 내려드릴까요?
가슴 달리다 빠르다,가슴이 달리면 빠르다
서울역 도착 가다,서울역으로 가주세요.
도망 전 도착 차내리다,도망 못가서 내려주세요.
실수하다,실수인가요?
기 들어 올리는 것을 나타내는 동작 서울 지하철,거기가 서울역인가요?
좋다 그것 없다,장점이 없다
나이가 들면 코밑 양쪽으로 생기는 팔자(八) 모양의 금을 나타내는 동작 남성 잔소리 듣다 짜증,아빠한테 잔소리를 들었더니 짜증나
탑 내리다 오케이,탑에서 내려드릴까요?
예쁘다 빛나다,영광입니다.
기 들어 올리는 것을 나타내는 동작 기다리다,거기서 기다릴까요?
고양이 돌보다 힘 없어지다,고양이를 돌보면 힘이 빠지는 것 같다
카페  이것 곳,커피숍은 이곳에 있습니까?
경찰 저기 곳 다음 내리다,경찰서 지나서 내려드릴까요?
119 곳 다음 내리다,소방서 지나서 내려드릴까요?
노를 젓는 동작 배 넘어지다 서다 불가능,보트를 타다가 넘어져서 못 일어나겠어요.
문 만나다 예의 말하다 필요,문 앞에선 예의있게 말해야 한다
기억 모두 닦다 부탁,그 기억들은 깨끗이 닦어라
한국  항공  표  기 들어 올리는 것을 나타내는 동작  곳,대한항공 카운터는 거기에 있습니까?
시 지다 곳 내리다 맞다,시청정류장에서 내려주세요.
미래 잃어버리다 실종,미래를 잃어버리셨나요?
아시아  항공  표  곳  그 곳,아시아나항공 카운터는 저기에 있습니까?
아빠 아들 데려가다 낳다 곳 가다,아빠는 아들을 고향에 데리고 갔다
다르다  나라  인터넷  신청  이것 곳  곳,로밍센터는 이곳에 있습니까?
여기 곳 서대문구 홍제동 중 아파트 집 위 곳 사람 추락 목적 서다,여기 서대문구 홍제동 중아파트인데 옥상에서 사람이 떨어지려고해요.
목걸이 실종,목걸이를 분실하셨나요?
나 자신 자녀 있다,나에게는 자신과 자식들이 있다
말 달리다 빠르다,말이 달리면 빠르다
아이스크림  비행기  안  가지다  가능,아이스크림을 기내에 가져갈 수 있나요?
길 다음 여기,길 지나서 내려드릴까요?
독 버섯 맞다 같다,독버섯을 맞은 것 같아요.
아버지 키우다 했었다 소 팔다 학교 아들 보내다,부친는 키우던 소를 팔아 아들을 학교에 보냈다
항공  가다  검사  곳  어디,탑승수속은 어디에서 하나요?
언니 몸 너무 작다,언니는 몸이 유난히 작다
역사  어디,역사 승강장은 어디에 있습니까?
사람 동생 돌보다 모습 어른 같다,그 사람은 조숙해서 동생을 돌보는 품이 어른같다
공항 내리다 가다,김포공항으로 갈까요?
비밀 길,비밀은 어디에 있나요?
훌륭하다 사람  곳,영웅은 어디에 있습니까?
남녀 구분  문열다  출입  싶다  신고  곳,성별출입신고를 하려고 하는데 어디서 하나요?
