,gloss,spoken,combined
5856,도움 고장 잘 안되다,도움이 안되네요.,도움 고장 잘 안되다도움이 안되네요.
5858,남자 위험 결정 마지막 대답,그는 오랜 모험끝에 대답했다,남자 위험 결정 마지막 대답그는 오랜 모험끝에 대답했다
5859,기분 괜찮다 ?,기분은 괜찮아?,기분 괜찮다 ?기분은 괜찮아?
5860,저기 말 하다 싫다,그 말은 하기 싫어,저기 말 하다 싫다그 말은 하기 싫어
5861,나무 빽빽하다 다음 곳,숲 지나서 내려드릴까요?,나무 빽빽하다 다음 곳숲 지나서 내려드릴까요?
5862,저기 구경 여행 가다,관광 단지 안으로 가주세요.,저기 구경 여행 가다관광 단지 안으로 가주세요.
5863,정상 되다,정상 결제 되나요?,정상 되다정상 결제 되나요?
5865,오늘 너 사랑 맡다,오늘은 네가 사랑을 맡아,오늘 너 사랑 맡다오늘은 네가 사랑을 맡아
5866,가슴 느낌 시원,가슴이 시원하다,가슴 느낌 시원가슴이 시원하다
5867,간 다음 곳 보다 내리다,간 지나서 내려주세요.,간 다음 곳 보다 내리다간 지나서 내려주세요.
5868,꿈 실종,꿈을 잃어버리셨나요?,꿈 실종꿈을 잃어버리셨나요?
5869,부서 들다 끝,동아리를 들었어,부서 들다 끝동아리를 들었어
5870,하나 다음 하다,다음 역에서 하시나요?,하나 다음 하다다음 역에서 하시나요?
5872,언니 길 잊다,언니의 길을 잊었다,언니 길 잊다언니의 길을 잊었다
5875,용서 편하다 생각 하지마,쉽게 용서 할 생각하지 마라,용서 편하다 생각 하지마쉽게 용서 할 생각하지 마라
5876,다시 공부 없다 나 돕다 부탁,재수 없으면 도와줘,다시 공부 없다 나 돕다 부탁재수 없으면 도와줘
5877,컴퓨터 찾다 실종,컴퓨터를 분실하셨나요?,컴퓨터 찾다 실종컴퓨터를 분실하셨나요?
5878,학교 내리다,학교로 가주세요.,학교 내리다학교로 가주세요.
5879,사랑 끝 집 가다,사랑을 끝내고 집에 갔어,사랑 끝 집 가다사랑을 끝내고 집에 갔어
5881,수류탄 여러 가지 사라지다 실종,무기를 잃어버렸습니다.,수류탄 여러 가지 사라지다 실종무기를 잃어버렸습니다.
5884,한국 말 배우다 원하다,한국어를 배우고 싶어,한국 말 배우다 원하다한국어를 배우고 싶어
5885,근무 늦다,근무시간에 늦으셨나요?,근무 늦다근무시간에 늦으셨나요?
5888,배 오케이,배에서 내려드릴까요?,배 오케이배에서 내려드릴까요?
5889,출발 3시,3시에 출발합니다.,출발 3시3시에 출발합니다.
5890,버스 -안에 사람 없다,버스안에는 아무도 없다,버스 -안에 사람 없다버스안에는 아무도 없다
5893,준비 시간 알려받다,준비 시간 좀 알려주세요.,준비 시간 알려받다준비 시간 좀 알려주세요.
5895,원하다 알려받다 가능,원하면 알려주실 수 있나요?,원하다 알려받다 가능원하면 알려주실 수 있나요?
5900,왼쪽 내리다,왼쪽으로 가주세요.,왼쪽 내리다왼쪽으로 가주세요.
5905,휴대폰 잃어버리다,휴대폰을 분실하셨나요?,휴대폰 잃어버리다휴대폰을 분실하셨나요?
5906,선택 가능,선택 할 수 있을까요?,선택 가능선택 할 수 있을까요?
5907,시내 버스 곳 다음 여기,시내버스정류장 지나서 내려주세요.,시내 버스 곳 다음 여기시내버스정류장 지나서 내려주세요.
5908,고양이 몸 나쁘다,고양이는 건강에 나쁘다,고양이 몸 나쁘다고양이는 건강에 나쁘다
5912,남자 잔소리 듣다 짜증,남자한테 잔소리를 들었더니 짜증나,남자 잔소리 듣다 짜증남자한테 잔소리를 들었더니 짜증나
5914,장사 사용 안되다,장사가 안되네요.,장사 사용 안되다장사가 안되네요.
5915,누가 태어나다 날 엄지손가락,어떤 사람이 생일을 맞았어요.,누가 태어나다 날 엄지손가락어떤 사람이 생일을 맞았어요.
5916,여기 내리다 맞다,여기서 내려주세요.,여기 내리다 맞다여기서 내려주세요.
5917,나 자유 보다 원하다,자유롭게 보고 싶다,나 자유 보다 원하다자유롭게 보고 싶다
5918,말 불량 잘 안되다,말이 안되나요?,말 불량 잘 안되다말이 안되나요?
5920,훌륭하다 사람 곳,영웅은 어디에 있습니까?,훌륭하다 사람 곳영웅은 어디에 있습니까?
5922,세금 공짜 곳 어느 시간,면세점은 언제에 있습니까?,세금 공짜 곳 어느 시간면세점은 언제에 있습니까?
5927,택시 일반 만원,일반 요금이 만원인가요?,택시 일반 만원일반 요금이 만원인가요?
5929,칭찬 확인 맞다,칭찬 해드릴까요?,칭찬 확인 맞다칭찬 해드릴까요?
5931,모습 보다 마음 편하다,모습을 보면 마음이 편하다,모습 보다 마음 편하다모습을 보면 마음이 편하다
5932,맞다 아니다 일 만나다,부당한 일을 당하다,맞다 아니다 일 만나다부당한 일을 당하다
5934,턱 크다 대단하다,턱이 정말 크다,턱 크다 대단하다턱이 정말 크다
5935,참 정직 길 곳,진실은 어디에 있나요?,참 정직 길 곳진실은 어디에 있나요?
5936,상대 안되다,상대가 안되네요.,상대 안되다상대가 안되네요.
5937,몸 흔들리다,몸이 흔들려요.,몸 흔들리다몸이 흔들려요.
5938,구름 저기 다음 도착 차내리다,구름 지나서 내려드릴까요?,구름 저기 다음 도착 차내리다구름 지나서 내려드릴까요?
5939,연필 이용 꽃 만들다,연필로 꽃을 만들다,연필 이용 꽃 만들다연필로 꽃을 만들다
5940,쌀 이용 약 만들다 먹다 끝,쌀로 약을 만들어 먹었다,쌀 이용 약 만들다 먹다 끝쌀로 약을 만들어 먹었다
5941,생각 편하다 생각 하지마,쉽게 생각 할 생각하지 마라,생각 편하다 생각 하지마쉽게 생각 할 생각하지 마라
5943,의식 잃어버리다 없다,의식을 잃어버렸습니다.,의식 잃어버리다 없다의식을 잃어버렸습니다.
5944,밤 다음 여기,밤 지나서 내려드릴까요?,밤 다음 여기밤 지나서 내려드릴까요?
5945,운 없다,운이 없어,운 없다운이 없어
5946,빛 잃어버리다 찾다 중에,빛을 잃어버려서 찾고 있어,빛 잃어버리다 찾다 중에빛을 잃어버려서 찾고 있어
5947,옷 크다 찢다 불가능,옷이 너무 커서 찢을 수 없다,옷 크다 찢다 불가능옷이 너무 커서 찢을 수 없다
5948,구분 어렵다,구분이 어려웠다,구분 어렵다구분이 어려웠다
5949,교통카드 충전 하다,교통카드 충전 하나요?,교통카드 충전 하다교통카드 충전 하나요?
5950,태양 곳 무엇,태양은 어디에 있나요?,태양 곳 무엇태양은 어디에 있나요?
5952,자연 대하여 생각,자연에 대하여 생각하다,자연 대하여 생각자연에 대하여 생각하다
5953,독 버섯 찾다 같다,독버섯을 찾은 것 같아요.,독 버섯 찾다 같다독버섯을 찾은 것 같아요.
5954,처리 느리다 부탁,처리를 천천히 해주시기 바랍니다.,처리 느리다 부탁처리를 천천히 해주시기 바랍니다.
5955,돈 바꾸다1 곳 내,환전은 내서 하나요?,돈 바꾸다1 곳 내환전은 내서 하나요?
5957,학생 맡다 무엇 찍다 넣다,학생은 투표를 해야한다,학생 맡다 무엇 찍다 넣다학생은 투표를 해야한다
5959,조금 곳 다음 도착 내리다,조금 지나서 내려주세요.,조금 곳 다음 도착 내리다조금 지나서 내려주세요.
5962,소매 날다 없다 실종,날개를 잃어버리셨나요?,소매 날다 없다 실종날개를 잃어버리셨나요?
5963,화장실 무엇 곳,화장실은 무엇에 있습니까?,화장실 무엇 곳화장실은 무엇에 있습니까?
5964,주인공 곳 무엇,주인공이 어디에 있나요?,주인공 곳 무엇주인공이 어디에 있나요?
5965,친구 아프다,친구가 아파서 병원에 갔다,친구 아프다친구가 아파서 병원에 갔다
5966,택시 여기,택시 승강장은 여기에 있습니까?,택시 여기택시 승강장은 여기에 있습니까?
5967,주택 가다,주택 단지 안으로 가주세요.,주택 가다주택 단지 안으로 가주세요.
5968,지문 고장 잘 안되다,지문 인식이 안되나요?,지문 고장 잘 안되다지문 인식이 안되나요?
5969,항상 껴안다 원하다,항상 껴안고 싶어,항상 껴안다 원하다항상 껴안고 싶어
5971,저기 방 안에 적 있다,저방에 적이 있어,저기 방 안에 적 있다저방에 적이 있어
5972,사랑 곳,사랑은 어디에 있나요?,사랑 곳사랑은 어디에 있나요?
5973,도깨비 깊다 지하 내리다 오케이,지옥으로 가주세요.,도깨비 깊다 지하 내리다 오케이지옥으로 가주세요.
5974,밤 곳 다음 여기,밤 지나서 내려주세요.,밤 곳 다음 여기밤 지나서 내려주세요.
5975,미래 곳 가다 무엇,미래로 가려면 어떻게 가나요?,미래 곳 가다 무엇미래로 가려면 어떻게 가나요?
5977,출발 시작 해라,출발부터 시작해라,출발 시작 해라출발부터 시작해라
5979,나 가능 짓 무엇,내가 할 수 있는 짓이 뭐가 있을까,나 가능 짓 무엇내가 할 수 있는 짓이 뭐가 있을까
5980,주변 심하다 바람,근처에서 폭풍이 터졌어요.,주변 심하다 바람근처에서 폭풍이 터졌어요.
5981,제작 보류 자연 미루다,제작이 보류되어 미루게 되었다,제작 보류 자연 미루다제작이 보류되어 미루게 되었다
5982,일 모임 없다 잃어버리다,일부를 분실하였습니다.,일 모임 없다 잃어버리다일부를 분실하였습니다.
5983,나무 빽빽하다 다음 여기,숲 지나서 내려주세요.,나무 빽빽하다 다음 여기숲 지나서 내려주세요.
5985,도시 가운데 전 곳 저기,시내정류장 못가서 내려주세요.,도시 가운데 전 곳 저기시내정류장 못가서 내려주세요.
5986,정신 전 내리다,정신 못가서 내려주세요.,정신 전 내리다정신 못가서 내려주세요.
5987,밤 곳 다음 도착 내리다,밤 지나서 내려드릴까요?,밤 곳 다음 도착 내리다밤 지나서 내려드릴까요?
5988,학교 차내리다,학교로 가주세요.,학교 차내리다학교로 가주세요.
5989,나 사람 돌아가다 슬프다,나는 사람의 죽음이 한없이 슬펐다,나 사람 돌아가다 슬프다나는 사람의 죽음이 한없이 슬펐다
5990,돈 얼마 맞다 할인,요금 할인해주세요.,돈 얼마 맞다 할인요금 할인해주세요.
5992,아래 집 바람,아랫집에 바람이 났어요.,아래 집 바람아랫집에 바람이 났어요.
5994,생명 몸 불량 안되다,생체 인식이 안되나요?,생명 몸 불량 안되다생체 인식이 안되나요?
5995,구분 사용 불가능 고장,구분이 안되나요?,구분 사용 불가능 고장구분이 안되나요?
5997,아기 젖병 곳 여기,유아 수유실은 여기에 있습니까?,아기 젖병 곳 여기유아 수유실은 여기에 있습니까?
5998,주변 전기 그치다,주변에 전기가 나갔어요.,주변 전기 그치다주변에 전기가 나갔어요.
5999,캐리어 번호 어디 곳,캐리어 번호를 재는 곳은 어디인가요?,캐리어 번호 어디 곳캐리어 번호를 재는 곳은 어디인가요?
6001,친구 잃어버리다 실종,친구를 잃어버렸습니다.,친구 잃어버리다 실종친구를 잃어버렸습니다.
6002,누구 위하다 준비 끝,누구를 위해 준비했어,누구 위하다 준비 끝누구를 위해 준비했어
6005,돈 생각 나누다 잘못하다,판단을 잘못하였습니다.,돈 생각 나누다 잘못하다판단을 잘못하였습니다.
6007,신분당 T 동아리 무엇,신분당선을 타는 팀은 어디인가요?,신분당 T 동아리 무엇신분당선을 타는 팀은 어디인가요?
6008,기타 남자 얼굴 좋다,기타 남자 얼굴이 좋아보인다,기타 남자 얼굴 좋다기타 남자 얼굴이 좋아보인다
6009,다리 찾다 실종,다리를 잃어버렸습니다.,다리 찾다 실종다리를 잃어버렸습니다.
6011,몸 힘 부족,체력이 부족해,몸 힘 부족체력이 부족해
6012,설명 사용 잘 안되다,설명이 안되나요?,설명 사용 잘 안되다설명이 안되나요?
6013,물고기 키우다,물고기를 키우다,물고기 키우다물고기를 키우다
6014,비교,비교했나요?,비교비교했나요?
6015,공장 여러 가지 문 가다,산업 단지 안으로 가주세요.,공장 여러 가지 문 가다산업 단지 안으로 가주세요.
6018,장사 사용 안되다 불가능,장사가 안되네요.,장사 사용 안되다 불가능장사가 안되네요.
6019,다시 차 부탁,다시 한 번 차를 해주시기 바랍니다.,다시 차 부탁다시 한 번 차를 해주시기 바랍니다.
6020,결과 낳다 오다,결과를 낳을것 같아요.,결과 낳다 오다결과를 낳을것 같아요.
6021,저 신촌 지하철,저는 신촌역입니다.,저 신촌 지하철저는 신촌역입니다.
6022,심장 병 아프다,심장이 아프다,심장 병 아프다심장이 아프다
6024,여행 정보 묻다 곳 그 곳,관광안내소는 저기에 있습니까?,여행 정보 묻다 곳 그 곳관광안내소는 저기에 있습니까?
6026,항공 표 무엇 곳,항공사 카운터는 무엇에 있습니까?,항공 표 무엇 곳항공사 카운터는 무엇에 있습니까?
6027,육성 너무 힘들다,육성이 너무 힘들다,육성 너무 힘들다육성이 너무 힘들다
6028,기억 모두 들다 부탁,그 기억들은 깨끗이 들어라,기억 모두 들다 부탁그 기억들은 깨끗이 들어라
6029,맞다 답 곳곳,정답은 어디에 있나요?,맞다 답 곳곳정답은 어디에 있나요?
6032,말 맞다,말 해드릴까요?,말 맞다말 해드릴까요?
6033,소매 날다 잃어버리다 실종,날개를 잃어버리셨나요?,소매 날다 잃어버리다 실종날개를 잃어버리셨나요?
6034,집 안 강아지 방치 두다,집 안에 강아지가 방치되어있어요.,집 안 강아지 방치 두다집 안에 강아지가 방치되어있어요.
6036,소환 시간 알려받다,소환 시간 좀 알려주세요.,소환 시간 알려받다소환 시간 좀 알려주세요.
6037,주차 1번 무엇 곳,제1 주차장은 무엇에 있습니까?,주차 1번 무엇 곳제1 주차장은 무엇에 있습니까?
